WBAN Number|WMO Number|Call Sign|Climate Division Code|Climate Division State Code|Climate Division Station Code|Name|Location|Address|Latitude|Longitude|Ground Height|Station Height|Barometer Height|Time Zone
03721||SUT||||OAK ISLAND, NC|BRUNSWICK COUNTY AIRPORT||33.56|-78.04|0|0|0|
03722||TDF||||ROXBORO, NC|PERSON COUNTY AIRPORT||36.17|-78.59|0|0|0|
03723||TTA||||SANFORD, NC|SANFORD-LEE COUNTY RGNL ARPT||35.35|-79.06|0|0|0|
03725||W99||||PETERSBURG, WV|GRANT COUNT AIRPORT||38.59|-79.08|0|960|0|
03726||WWD||||WILDWOOD, NJ|CAPE MAY COUNTY AIRPORT||39.01|-74.55|0|0|0|
03727||CTZ||||CLINTON, NC|SAMPSON COUNTY AIRPORT||34.59|-78.22|0|0|0|
03730||JGG||||WILLIAMSBURG, VA|WILLIAMSBURG-JAMESTOWN APT||37.14|-76.43|0|49|0|
03731||LHZ||||LOUISBURG, NC|FRANKLIN COUNTY AIRPORT||36.01|-78.2|0|369|0|
03734||FYJ||||WEST POINT, VA|MIDDLE PENINSULA REGIONAL AIRP||37.31|-76.46|0|24|0|
03735||RMN||||STAFFORD, VA|STAFFORD REGIONAL AIRPORT||38.24|-77.28|0|212|0|
03736||FFA||||KILL DEVIL HILLS, NC|First Flight Airport||36.01|-75.4|0|13|0|
03737||9W7||||CURRITUCK, NC|Currituck County Airport||36.24|-76.01|0|16|0|
03738||45J||||ROCKINGHAM, NC|Rockingham-Hamlet Airport||34.53|-79.46|0|358|0|
03741||OCW||||WASHINGTON, NC|Warren Field Airport||35.34|-77.03|0|38|0|
03742||UDG||||DARLINGTON, SC|Darlington County Jetport Airp||34.28|-79.53|0|192|0|
03802||CKB||||CLARKSBURG, WV|HARRISON/MARION RGNL ARPT||39.18|-80.14|1182|1203|1185|
03804||PKB|01|46|6849|PARKERSBURG, WV|WOD CO APT G R WLSON FD AP||39.21|-81.26|863|864|866|
03809||DYR|04|40|2685|DYERSBURG, TN|DYERSBURG MINICIPAL ARPT||36.01|-89.19|0|338|0|
03810||HKY|01|31|4020|HICKORY, NC|HICKORY REGIONAL AIRPORT|FLIGHT SERVICE STA/FAA*RT7,BOX #22*HICKORY,NC.*28601*|35.44|-81.23|1161|1188|1164|
03811||MKL|04|40|4556|JACKSON, TN|MCKELLAR-SIPES RGNL ARPT|FCWOS JACKSON*ROUTE 2, MCKELLAR FIELD*JACKSON, TN.*38301*|35.35|-88.55|420|422|423|
03812|72315|AVL|01|31|0300|ASHEVILLE, NC|ASHEVILLE REGIONAL AIRPORT|NAT'L WEA SER OFC*ASHEVILLE REG'L APRT.*P.O.BOX 219*FLETCHER, NC.28732*|35.26|-82.32|2171|2170|2174|
03813|72217|MCN|05|09|5443|MACON, GA|MIDDLE GA REGIONAL AIRPORT|NAT'L WEA SER OFC*LEWIS B WILSON AP*P.O. BOX 10046*MACON, GA. 31297|32.41|-83.39|356|362|359|
03816|72435|PAH|01|15|6110|PADUCAH, KY|BARKLEY REGIONAL AIRPORT|NAT'L WEA SER OFC*BARKLEY REGIONAL AP*2675 FISHER ROAD*WEST PADUCAH, KY  42086-9751*|37.04|-88.46|391|413|394|
03818||MAI||08|5367|MARIANNA, FL|MARIANNA MUNICIPAL AIRPORT||30.50|-85.11|106|113|109|
03820|72218|AGS|06|09|0495|AUGUSTA, GA|AUGUSTA RGNL AT BUSH FD AP|NAT'L WEA SER OFC*1500 HANGAR RD.*BUSH FIELD AIRPORT*AUGUSTA,GA    30906-9684|33.22|-81.58|160|148|163|
03821||LGC||||LAGRANGE, GA|LAGRANGE-CALLAWAY AIRPORT||33.01|-85.04|0|0|0|
03822|72207|SAV|09|09|7847|SAVANNAH, GA|SAVNA/HLTN HEAD INTL ARPT|NAT'L WEA SER OFC*P.O. BOX #7207-GARDEN CITY BR.*SAVANNAH, GA.*31408*|32.07|-81.12|48|51|51|
03832||WDR||||WINDER, GA|WINDER-BORROW AIRPORT||33.59|-83.4|0|0|0|
03847||CSV|02|40|2197|CROSSVILLE, TN|MEMO-WHITON FIELD AIRPORT||35.57|-85.05|1869|1870|1872|
03849|72329|LOZ|04|15|4898|LONDON, KY|LDON-CRBN APT-MGEE FLD APT|FAA/FLIGHT SERVICE STATION*586 AIRPORT ROAD*LONDON, KT.40741-8339*|37.05|-84.05|1189|1211|1192|
03850||OZR||||FORT RUCKER/OZARK, AL|Cairns Army Airfield (Fort Ruc||31.17|-85.43|0|301|0|
03852||HRT||||MARY ESTHER, FL|Hurlburt Field Airport||30.26|-86.41|0|38|0|
03853|722066|NRB||||MAYPORT, FL|MAYPORT NAF|NAVAL ATLANTIC METEOROLOGY AND OCEANOGRAPHY DET *BOX 280043 NAVAL AIR STATION* MAYPORT, FL  32228-0224|30.24|-81.25|16|14|24|
03855|722225|NPA||||PENSACOLA, FL|PENSACOLA NAS|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY FACILITY*NAVAL AIR STATION*PENSACOLA  FL  32508-7200|30.21|-87.19|20|30|36|
03856|72323|HSV|01|01|4064|HUNTSVILLE, AL|HVIL INTL/C.T.JONES FLD AP|NATIONAL WEATHER SERVICE OFFICE*1000 GLENN HEARN BLVD #20007*HUNTSVILLE, AL. 35824-2103*|34.38|-86.47|642|644|645|
03858||MMT||||EASTOVER, SC|McEntire Air National Guard St||33.55|-80.48|0|252|0|
03859||BLF|05|46|0921|BLUEFIELD, WV|MERCER COUNTY AIRPORT||37.18|-81.13|2863|2867|2866|
03860|72425|HTS|03|46|4393|HUNTINGTON, WV|TRI-ST/M.J.FERGUSON FLD AP|NAT'L WEA SER OFC*TRI-STATE APT.1475 AIRPORT RD.*HUNTINGTON,WV.*25704*|38.23|-82.34|822|838|825|
03865||MWA||||MARION, IL|WILLIAMSON COUNTY RGNL APT||37.45|-89.01|0|0|0|
03866|722345|NMM||||MERIDIAN, MS|MERIDIAN NAS/MC CAIN FD AP|NAVAL TRAINING METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*BOX 33  NAVAL AIR STATION*MERIDIAN  MS  39309-5030|32.33|-88.34|288|317|293|
03868||HUF||||TERRE HAUTE, IN|TER HUTE INTL-HULMAN FD AP||39.27|-87.19|588|593|591|
03870|72312|GSP|02|38|3747|GREER, SC|GRNVILLE-SPRTBURG INTL APT||34.54|-82.13|940|971|943|
03872|72412|BKW|04|46|0582|BECKLEY, WV|RALEIGH COUNTY MEML ARPT|NAT'L WEA SER OFC NOAA*MAIN TERMINAL BUILD*469 AIRPORT CIRCLE, RM 204*BEAVER, WV  25813-9759*|37.47|-81.07|2505|2514|2508|
03875||LHW||||FORT STEWART (HINESVILLE), GA|Wright AAF Airport||31.34|-81.34|0|46|0|
03878||TOI||||TROY, AL|TROY MUNICIPAL AIRPORT||31.52|-86.01|387|397|390|
03879||SLO||||SALEM, IL|SALEM-LECKRONE AIRPORT||38.38|-88.58|0|0|0|
03882||PFN||||PANAMA CITY, FL|PANAMA CITY-BAY CO. INT AP||30.13|-85.41|39|18|42|
03887||DEC||||DECATUR, IL|DECATUR AIRPORT||39.50|-88.52|678|679|681|
03888||FTY||||ATLANTA, GA|FULTON CO-BROWN FLD ARPT||33.47|-84.31|856|841|859|
03889||JKL|04|15|4202|JACKSON, KY|JULIAN CARROLL AIRPORT|NAT'L WEA SER OFC*JULIAN CARROLL AP*P.O. BOX 252*JACKSON, KY 41339-0252*|37.35|-83.19|1353|1357|1356|
03892||AUO||||AUBURN, AL|ABRN-OPLKA R G PITTS ARPT||32.37|-85.26|0|0|0|
03893||BMG||||BLOOMINGTON, IN|MONROE COUNTY AIRPORT||39.08|-86.37|845|847|848|
03894||CKV||||CLARKSVILLE, TN|OUTLAW FIELD AIRPORT||36.37|-87.25|560|550|544|
03896||GAD||||GADSDEN, AL|GADSDEN MUNICIPAL AIRPORT||33.58|-86.05|0|0|0|
03901||GGG||41|5342|LONGVIEW, TX|EAST TEXAS REGIONAL ARPT|NAT'L WEA SER MET OBS LONGVIEW*RT.4,BOX 535*HENDERSON,TX 75652|32.23|-94.43|352|373|355|
03902||GRK||||FORT HOOD/KILLEEN, TX|Robert Gray AFF Airport||31.04|-97.5|0|1015|0|
03904||CLL|04|41|1889|COLLEGE STATION, TX|EASTERWOOD FIELD AIRPORT||30.35|-96.22|326|328|329|
03908||HDC||||HAMMOND, LA|HAMMOND MUNICIPAL AIRPORT||30.31|-90.25|0|0|0|
03914||CGZ||||CASA GRANDE, AZ|CASA GRANDE MUNICIPAL ARPT||32.57|-111.46|0|0|0|
03918||FLP||||FLIPPIN, AR|MARION COUNTY RGNL AIRPORT||36.17|-92.35|0|0|0|
03919||SLN|05|14|7160|SALINA, KS|SALINA MUNICIPAL AIRPORT|FCWOS WEATHER OBSERVER*MUNICIPAL AIRPORT*2812A HEIN AVE*SALINA, KS.67401*              ARCHIVED BEGINGING 11/95|38.49|-97.4|1263|1282|1266|
03923||IAB||||WICHITA, KS|McConnell AFB Airport||37.37|-97.16|0|1371|0|
03927|72259|DFW|03|41|2242|DALLAS-FORT WORTH, TX|DAL/FT WRTH INTL AIRPORT|NAT'L WEA SER CONTRACT MET OBS*P.O.BOX 61086*DALLAS/FT.WORTH AP,TX 75261|32.54|-97.02|559|596|562|
03928|72450|ICT|08|14|8830|WICHITA, KS|WICHITA MID-CONTINENT ARPT|NAT'L WEA SER OFC*2204 SOUTH TYLER RD*MID-CONTINENT AIRPORT*WICHITA,KS. 67209-3018*|37.39|-97.26|1338|1340|1341|
03929||GVW||||KANSAS CITY, MO|RICHARD GEBAUR||38.50|-94.34|1090|1090|1090|
03930||LRF||||JACKSONVILLE, AR|Little Rock AFB Airport||34.55|-92.09|0|311|0|
03931||POE||||FORT POLK, LA|Polk Army Airfield||31.02|-93.06|0|330|0|
03932||CSM||||CLINTON, OK|CLINTON-SHERMAN AIRPORT||35.20|-99.12|1929|1955|1932|
03933||HLR||||FORT HOOD (KILLEEN), TX|Hood AAF Airport||30.08|-97.43|0|924|0|
03935||CGI|05|23|1289|CAPE GIRARDEAU, MO|CAPE GIRARDEAU RGNL ARPT|FCWOS WEATHER OFFICE*P.O. BOX 2135 *CAPE GIRARDEAU,MO.*63702-2135*|37.14|-89.34|336|352|339|
03936||MHK||14|4979|MANHATTAN, KS|MANHATTAN REGIONAL AIRPORT||39.08|-96.41|1042|1070|1045|
03937|72240|LCH|07|16|5078|LAKE CHARLES, LA|LAKE CHARLES REGIONAL ARPT|NAT'L WEA SVC OFC.,NOAA*500 AIRPORT BLVD #115*LAKE CHARLES, LA.*70605*|30.07|-93.14|14|9|17|
03938||TBN||||FORT LEONARD WOOD, MO|Waynesville Regional Airport a||37.44|-92.08|0|1159|0|
03940|72235|JAN|05|22|4472|JACKSON, MS|JACKSON INTERNATIONAL ARPT|NAT'L WEA SER OFC*ALLEN C. THOMPSON FIELD*P.O. BOX #5779*JACKSON, MS  39288|32.19|-90.05|293|331|296|
03945|72445|COU|02|23|1791|COLUMBIA, MO|COLUMBIA REGIONAL AIRPORT||38.49|-92.13|881|898|884|
03947|72446|MCI|01|23|4358|KANSAS CITY, MO|KANSAS CITY INTL AIRPORT|NAT'L WEA SER OFC*INTERNATIONAL AIRPORT*1236 MEXICO CITY AV.*KANSAS CITY, MO 64153|39.18|-94.43|1005|1025|1008|
03948||OUN||||NORMAN, OK|UNIVERSITY OF OKLAHOMA WESTHEI||35.14|-97.28|0|0|0|
03950||LAW||||LAWTON, OK|LAWTON-FORT SILL RGNL ARPT||34.34|-98.25|1075|1108|1110|
03953||JBR||||JONESBORO, AR|JONESBORO MUNICIPAL ARPT||35.50|-90.39|261|274|264|
03954||PWA||||OKLAHOMA CITY, OK|WILEY POST AIRPORT||35.32|-97.39|1304|1299|1307|
03957||P28|08|14|5173|MEDICINE LODGE, KS|MEDICINE LODGE||37.17|-98.33|1543|1540|1546|
03958||ALN||||ALTON/ST LOUIS, IL|St Louis Regional Airport||38.53|-90.03|0|544|0|
03959||BVO||||BARTLESVILLE, OK|Bartlesville Municipal Airport||36.46|-96.01|0|713|0|
03960||CPS||||CAHOKIA/ST.LOUIS, IL|ST LOUIS DOWNTOWN AIRPORT||38.34|-90.1|413|413|416|
03961||HEZ||||NATCHEZ, MS|HRDY-ANRES FD NTCHZ-ADAMS COUN||31.37|-91.18|0|272|0|
03962||HOT||||HOT SPRINGS, AR|MEMORIAL FIELD AIRPORT||34.29|-93.06|532|555|535|
03963||JEF||||JEFFERSON CITY, MO|JEFFERSON CITY MEMO ARPT||38.35|-92.1|552|573|555|
03965||SWO||||STILLWATER, OK|STILLWATER REGIONAL ARPT||36.10|-97.05|953|984|956|
03966||SUS||23|7964|ST LOUIS, MO|SPIRIT OF ST LOUIS AIRPORT|WEATHER OFFICE - FCWOS*SPIRIT OF ST LOUIS AIRPORT*18270 EDISON AVE*CHESTERFIELD, MO. 63005-3704*      ARCHIVED BEGINGING 11/95|38.40|-90.4|488|462|491|
03967||OJC||||OLATHE, KS|JOHNSON CO EXECUTIVE ARPT||38.51|-94.44|1069|1072|1072|
03968||HYS||||HAYS, KS|HAYS REGIONAL AIRPORT||38.50|-99.16|0|1998|0|
03969|72260|SEP||41|8623|STEPHENVILLE, TX|CLARK FIELD MUNI AIRPORT||32.07|-98.11|0|1321|0|
03970||ADS||||DALLAS, TX|Addison Airport||32.58|-96.5|0|644|0|
03971||RBD||||DALLAS, TX|DALLAS EXECUTIVE AIRPORT||32.41|-96.52|667|671|670|
03972||ILE||41|4792|KILLEEN, TX|KILLEEN MUNICIPAL AIRPORT||31.05|-97.41|0|848|0|
03973||ASG||||SPRINGDALE, AR|SPRINGDALE MUNICIPAL ARPT||36.11|-94.07|0|0|0|
03974||AAO||14|8841|WICHITA, KS|COLONEL JAMES JABARA ARPT||37.45|-97.13|1424|1420|1427|
03975||POF||||POPLAR BLUFF, MO|POPLAR BUFF MUNICIAL ARPT||36.46|-90.19|327|328|330|
03978||VBT||||BENTONVILLE, AR|BENTONVILLE MUNI/LOUIS M THADE||36.21|-94.13|0|0|0|
03981||FDR||||FREDERICK, OK|FREDERICK MUNICIPAL AIRPT||34.21|-98.59|1238|1255|1241|
03985||FWS||||FORT WORTH, TX|Fort Worth Spinks Airport||32.34|-97.19|0|700|0|
03991||DTO||||DENTON, TX|DENTON MUNICIPAL AIRPORT||33.13|-97.12|645|642|648|
03994||DMO||||SEDALIA, MO|SEDALIA MEMORIAL AIRPORT||38.42|-93.11|899|905|902|
03996||TVR||||TALLULAH/VICKSBURG, MS|VICKSBURG/TALLULAH RGNL AP||32.21|-91.02|85|86|88|
03997||LWC||||LAWRENCE, KS|LAWRENCE MUNICIPAL AIRPORT||39.01|-95.13|830|832|833|
03998||PPF||||PARSONS, KS|TRI-CITY AIRPORT||37.20|-95.3|898|899|901|
03999||BMQ||||BURNET, TX|BUNET MUNI CRADOCK FLD APT||30.44|-98.14|1275|1288|1278|
04109||P69||||ELK CITY, ID|ELK CITY||46.08|-115.36|1478|1480|1481|
04110||JER||||JEROME, ID|JEROME COUNTY AIRPORT||42.44|-114.28|4009|4048|4012|
04111||EVW||||EVANSTON, WY|EVAN-UINTA CO BURNS FLD AP||41.16|-111.02|7140|7144|7143|
04112||SNT||||STANLEY, ID|STANLEY RANGER STATION||44.10|-114.56|6498|6495|6501|
04113||HRI||||HERMISTON, OR|HERMISTON MUNICIPAL ARPT||45.50|-119.16|640|641|643|
04114||LLJ||||CHALLIS, ID|CHALLIS AIRPORT||41.31|-114.13|5039|5040|5042|
04116||U42||||SALT LAKE CITY, UT|SALT LAKE CITY MUNI 2 ARPT||40.37|-111.59|0|0|0|
04128||SZT||||SANDPOINT, ID|SANDPOINT AIRPORT||48.18|-116.34|0|2127|0|
04132||AWH||||MOUNTAIN CITY, NV|Wild Horse Reservoir||41.40|-115.47|0|4240|0|
04201||SPB||||SCAPPOOSE, OR|SCAPPOOSE INDUS AIRPK ARPT||45.46|-122.52|47|55|50|
04205||AWO||||ARLINGTON, WA|ARLINGTON MUNICIPAL ARPT||48.10|-122.1|0|0|0|
04224||ORS||||EASTSOUND, WA|Orcas Island Airport||48.43|-122.55|0|31|0|
04720||JHW||||JAMESTOWN, NY|CHAUTAUQUA CO/JAMESTOWN AP||42.09|-79.16|0|0|0|
04724||IAG||||NIAGARA FALLS, NY|NIAGARA FALLS INTL AIRPORT||43.07|-78.57|585|587|599|
04725|72515|BGM|02|30|0687|BINGHAMTON, NY|GTR BINGHAM/E A LINK FD AP| NAT'L   WEA SER OFC*BOX 18, EDWIN LINK FIELD*JOHNSON CITY, NY  13790*|42.13|-75.59|1627|1638|1630|
04726||JST||36|4392|JOHNSTOWN, PA|J MURTHA JTWN-CMBRA CO APT||40.19|-78.5|2277|2284|2280|
04741||SCH||||SCHENECTADY, NY|SCHENECTADY COUNTY AIRPORT||42.51|-73.56|0|0|0|
04743||PSM||||PORTSMOUTH, NH|Pease International Tradeport||43.05|-70.49|0|100|0|
04751||BFD|10|36|0865|BRADFORD, PA|BRADFORD REGIONAL AIRPORT|FLIGHT SERVICE STA/FAA*BRADFORD MCKEAN AIRPORT*BRADFORD, PA.*06701*|41.48|-78.38|2122|2150|2125|
04780||FIT||||FITCHBURG, MA|FITCHBURG MUNICIPAL ARP||42.33|-71.46|339|348|342|
04781||ISP|04|30|4130|ISLIP, NY|LONG ISLAND MAC ARTHUR APT|FAA/AFSS*150 ARRIVAL AVE*LONG ISLAND MCARTHUR AP*RONKONKOMA NY.11779*|40.47|-73.06|141|108|144|
04787||DUJ|00|36|2260|DU BOIS, PA|DU BOIS-JEFFERSON CO ARPT||41.11|-78.54|1804|1824|1807|
04789||MGJ||||MONTGOMERY, NY|ORANGE COUNTY AIRPORT||41.31|-74.16|356|365|359|
04803||RHI||||RHINELANDER, WI|RHINELANDER-ONEIDA CO ARPT||45.38|-89.28|1590|1624|1593|
04804||OSU||||COLUMBUS, OH|OHIO STATE UNIVERSITY ARPT||40.05|-83.05|920|905|923|
04805||CGF||||CLEVELAND, OH|Cuyahoga County Airport||41.34|-81.29|0|879|0|
04806||EKM||||ELKHART, IN|Elkhart Municipal Airport||41.43|-86|0|778|0|
04807||GYY||||GARY, IN|GARY/CHICAGO AIRPORT||41.37|-87.25|0|0|0|
04808||ARR||||CHICAGO/AURORA, IL|AURORA MUNICIPAL AIRPORT||41.46|-88.29|706|714|709|
04813||BVI||||BEAVER FALLS, PA|Beaver County Airport||40.46|-80.23|0|1253|0|
04824||SUE||||STURGEON BAY, WI|DOOR CO CHERRYLAND AIRPORT||44.50|-87.25|0|0|0|
04825||ATW||||APPLETON, WI|OUTAGAMIE CO RGNL AIRPORT||44.16|-88.31|0|0|0|
04826||ISW||||WISCONSIN RAPIDS, WI|ALEXANDER FD S WOOD CO APT||44.22|-89.5|1008|1021|1011|
04827||AFJ||||WASHINGTON, PA|WASHINGTON COUNTY AIRPORT||40.08|-80.17|0|0|0|
04828||AID||||ANDERSON, IN|ANRSN MUNI DRNGTON FLD AP||40.07|-85.37|0|0|0|
04829||HYX||||SAGINAW, MI|SAGNAW CO H.W. BROWNE ARPT||43.26|-83.52|0|0|0|
04831||LOT||||CHICAGO/ROMEOVILLE, IL|LEWIS UNIVERSITY AIRPORT||41.37|-88.05|0|0|0|
04836||FVE||||FRENCHVILLE, ME|NRN AROOSTOOK REGIONAL APT||47.17|-68.19|987|1000|990|
04838||PWK||||CHICAGO/PROSPECT HGTS/WHEELING|PALWAUKEE MUNICIPAL ARPT||42.07|-87.54|641|647|644|
04839||BIV||||HOLLAND, MI|TULIP CITY AIRPORT||42.45|-86.06|684|688|687|
04840||FLD||||FOND DU LAC, WI|FOND DU LAC COUNTY AIRPORT||43.46|-88.29|789|807|792|
04841||SBM||||SHEBOYGAN, WI|SHEBOYGAN CO MEMO AIRPORT||43.46|-87.51|743|749|746|
04842||BJJ||||WOOSTER, OH|WAYNE COUNTY AIRPORT||40.52|-81.53|1127|1137|1130|
04843||GKJ||||MEADVILLE, PA|PORT MEADVILLE AIRPORT||41.38|-80.13|1403|1400|1406|
04845||ENW||||KENOSHA, WI|KENOSHA REGIONAL AIRPORT||42.36|-87.56|720|743|723|
04846||VPZ||||VALPARAISO, IN|Porter County Municipal Airpor||41.27|-87.01|757|770|760|
04847||ADG||||ADRIAN, MI|ADRIAN LENAWEE COUNTY ARPT||41.52|-84.05|792|798|795|
04848||TDZ||||TOLEDO, OH|METCALF FIELD AIRPORT||41.34|-83.29|620|624|623|
04849||LPR||||LORAIN/ELYRIA, OH|LORAIN COUNTY RGNL AIRPORT||41.11|-82.11|790|794|793|
04850||AOH||||LIMA, OH|LIMA ALLEN COUNTY AIRPORT||40.43|-84.02|971|975|974|
04851||DFI||||DEFIANCE, OH|DEFIANCE MEMORIAL AIRPORT||41.20|-84.26|718|708|721|
04852||PHD||||NEW PHILADELPHIA, OH|HARRY CLEVER FIELD AIRPORT||40.28|-81.25|894|895|897|
04853||BKL||||CLEVELAND, OH|CLEVELAND BURKE LAKEFNT AP||41.31|-81.41|603|584|606|
04854||GLR||||GAYLORD, MI|OTSEGO COUNTY AIRPORT||45.01|-84.42|1335|1328|1338|
04855||MNN||||MARION, OH|MARION MUNICIPAL AIRPORT||40.37|-83.04|988|990|991|
04856||P75||||SEUL CHOIX POINT, MI|SEUL CHOIX POINT|STATION DECOMMISSIONED 9/20/2004|45.57|-86.14|587|584|590|
04857||HZY||||ASHTABULA, OH|ASHTABULA COUNTY AIRPORT||41.47|-80.42|907|924|910|
04858||VTA||||NEWARK, OH|NEWARK-HEATH AIRPORT||40.01|-82.28|879|884|882|
04862||AAA||||LINCOLN, IL|LOGAN COUNTY AIRPORT||40.10|-89.2|0|0|0|
04863||ACB||||BELLAIRE, MI|ANTRIM COUNTY AIRPORT||44.59|-85.12|0|0|0|
04864||AIG||||ANTIGO, WI|LANGLADE COUNTY AIRPORT||45.09|-89.07|0|0|0|
04865||ARV||||MINOCQUA-WOODRUFF, WI|LKLND/NOBL F LEE MEM FD AP||45.56|-89.44|0|0|0|
04866||BUU||||BURLINGTON, WI|BURLINGTON MUNICIPAL ARPT||42.41|-88.18|0|0|0|
04867||C09||||MORRIS, IL|MORS MUNI-J.R. WSBRN FD AP||41.26|-88.25|0|0|0|
04868||C75||||LACON, IL|MARSHALL COUNTY AIRPORT||41.01|-89.23|0|0|0|
04869||CIU||||SAULT STE MARIE, MI|CHIPPEWA COUNTY INTL ARPT||46.15|-84.28|0|0|0|
04870||CVX||||CHARLEVOIX, MI|CHARLEVOIX MUNICIPAL ARPT||45.18|-85.16|0|0|0|
04871||DKB||||DE KALB, IL|DE KALB TAYLOR MUNI ARPT||41.56|-88.43|0|0|0|
04872||DUH||||LAMBERTVILLE, MI|TOLEDO SUBURBAN AIRPORT||41.44|-83.4|0|0|0|
04873||EFT||||MONROE, WI|MONROE MUNICIPAL AIRPORT||42.37|-89.35|0|0|0|
04874||ERY||||NEWBERRY, MI|LUCE COUNTY AIRPORT||46.19|-85.28|0|0|0|
04875||ETB||||WEST BEND, WI|WEST BEND MUNICIPAL ARPT||43.25|-88.08|0|0|0|
04876||FEP||||FREEPORT, IL|ALBERTUS AIRPORT||42.15|-89.35|0|0|0|
04877||FPK||||CHARLOTTE, MI|FITCH H BEACH AIRPORT||42.34|-84.49|0|0|0|
04878||GOV||||GRAYLING, MI|GRAYLING ARMY AIRFIELD||44.41|-84.44|0|0|0|
04879||IGQ||||CHICAGO, IL|LANSING MUNICIPAL AIRPORT||41.32|-87.32|0|0|0|
04880||IKK||||KANKAKEE, IL|GREATER KANKAKEE AIRPORT||41.07|-87.51|0|0|0|
04881||ISQ||||MANISTIQUE, MI|SCHOOLCRAFT COUNTY AIRPORT||45.58|-86.1|0|0|0|
04882||JYM||||HILLSDALE, MI|HILLSDALE MUNICIPAL ARPT||41.55|-84.35|0|0|0|
04883||LDM||||LUDINGTON, MI|MASON COUNTY AIRPORT||43.58|-86.25|0|0|0|
04884||MGN||||HARBOR SPRINGS, MI|HARBOR SPRINGS AIRPORT||45.26|-84.55|0|0|0|
04885||MOP||||MOUNT PLEASANT, MI|MOUNT PLEASANT MUNI ARPT||43.37|-84.44|0|0|0|
04886||OEB||||COLDWATER, MI|BRANCH COUNTY MEMO AIRPORT||41.56|-85.03|0|0|0|
04887||OZW||||HOWELL, MI|LIVINGSTON COUNTY AIRPORT||42.38|-83.59|0|0|0|
04888||PHN||||PORT HURON, MI|ST CLAIR COUNTY INTL ARPT||42.55|-82.32|0|0|0|
04889||PNT||||PONTIAC, IL|PONTIAC MUNICIPAL AIRPORT||40.55|-88.38|0|0|0|
04890||RPJ||||ROCHELLE, IL|ROCHELLE MUNI ARPT-KORITZ FIEL||41.53|-89.05|0|0|0|
04891||RRL||||MERRILL, WI|MERRILL MUNICIPAL AIRPORT||45.12|-89.43|0|0|0|
04892||SJX||||BEAVER ISLAND, MI|BEAVER ISLAND AIRPORT||45.41|-85.34|0|0|0|
04893||SLH||||CHEBOYGAN, MI|CHEBOYGAN COUNTY AIRPORT||45.39|-84.31|0|0|0|
04894||SQI||||STERLING/ROCKFALLS, IL|WHITESIDE CO ARPT-JOS H BITTOR||41.44|-89.41|0|0|0|
04895||STE||||STEVENS POINT, WI|STEVENS POINT MUNI ARPT||44.33|-89.32|0|0|0|
04896||TIP||||RANTOUL, IL|RANTOUL NATL AVN CNTR-F ELLIOT||40.17|-88.08|0|0|0|
04897||UES||||WAUKESHA, WI|WAUKESHA COUNTY AIRPORT||43.02|-88.14|0|0|0|
04898||UNU||||JUNEAU, WI|DODGE COUNTY AIRPORT||43.26|-88.42|0|0|0|
04899||VYS||||PERU, IL|ILLINOIS VALLEY RGNL-WALTER A||41.21|-89.09|0|0|0|
04901||AUH||||AURORA, NE|ARRA MUNI-AL POTTER FLD AP||40.53|-97.59|0|0|0|
04902||AUM||||AUSTIN, MN|AUSTIN MUNICIPAL AIRPORT||43.40|-92.56|0|0|0|
04903||AWG||||WASHINGTON, IA|WASHINGTON MUNICIPAL ARPT||41.17|-91.4|0|0|0|
04904||AXA||||ALGONA, IA|ALGONA MUNICIPAL AIRPORT||43.05|-94.16|0|0|0|
04905||BFW||||SILVER BAY, MN|SILVER BAY MUNICIPAL ARPT||47.15|-91.25|0|0|0|
04906||BNW||||BOONE, IA|BOONE MUNICIPAL AIRPORT||42.03|-93.51|0|0|0|
04907||CAV||||CLARION, IA|CLARION MUNICIPAL AIRPORT||42.44|-93.46|0|0|0|
04908||CBF||||COUNCIL BLUFFS, IA|COUNCIL BLUFFS MUNI ARPT||41.16|-95.46|0|0|0|
04909||CBG||||CAMBRIDGE, MN|CAMBRIDGE MUNICIPAL ARPT||45.34|-93.16|0|0|0|
04910||CIN||||CARROLL, IA|ARTHUR N. NEU AIRPORT||42.03|-94.47|0|0|0|
04911||CKC||||GRAND MARAIS, MN|GRAND MARAIS/COOK CO ARPT||47.50|-90.23|0|0|0|
04912||CKN||||CROOKSTON, MN|CRKSTN MUNI KRKWOD FLD APT||47.50|-96.37|0|0|0|
04913||CNC||||CHARITON, IA|CHARITON MUNICIPAL AIRPORT||41.01|-93.22|0|0|0|
04914||COQ||||CLOQUET, MN|CLOQUET CARLTON CO AIRPORT||46.42|-92.3|0|0|0|
04915||CSQ||||CRESTON, IA|CRESTON MUNICIPAL AIRPORT||41.01|-94.22|0|0|0|
04916||DEH||||DECORAH, IA|DECORAH MUNICIPAL AIRPORT||43.17|-91.44|0|0|0|
04917||DNS||||DENISON, IA|DENISON MUNICIPAL AIRPORT||41.59|-95.23|0|0|0|
04918||DXX||||MADISON, MN|MDSON-LAC QUI PARLE CO APT||44.59|-96.11|0|0|0|
04919||DYT||||DULUTH, MN|SKY HARBOR AIRPORT||46.43|-92.02|0|0|0|
